"","callTime_GMT","marketId","inplay","selectionId","competitorStatus","bckPrc1","bckPrc2","bckPrc3","bckSz1","bckSz2","bckSz3","layPrc1","layPrc2","layPrc3","laySz1","laySz2","laySz3"
"75","2017-04-27 13:24:09",1.131267607,FALSE,11149841,"ACTIVE",6.4,6.2,6,15.48,67.32,32.02,6.6,6.8,7,24.25,18.5,64.54
"76","2017-04-27 13:24:09",1.131267607,FALSE,12327645,"ACTIVE",14,13.5,13,4,2.04,16.4,15,16,16.5,22.07,10.12,4.84
"77","2017-04-27 13:24:09",1.131267607,FALSE,6484261,"ACTIVE",17,16.5,16,7.24,43.53,9.67,18,18.5,19,37.88,3.57,59.43
"78","2017-04-27 13:24:09",1.131267607,FALSE,11734192,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2017-04-27 13:24:10",1.131267607,FALSE,10354065,"ACTIVE",2.72,2.7,2.68,15.36,56.98,93.69,2.76,2.78,2.8,47.4,51.18,103.89
"80","2017-04-27 13:24:10",1.131267607,FALSE,12154433,"ACTIVE",2.82,2.8,2.78,5.12,56.34,49.43,2.84,2.86,2.88,15.86,99.74,77.24
"81","2017-04-27 13:24:10",1.131267607,FALSE,11149841,"ACTIVE",6.4,6.2,6,15.48,67.32,32.02,6.6,6.8,7,24.25,18.5,64.54
"82","2017-04-27 13:24:10",1.131267607,FALSE,12327645,"ACTIVE",14,13.5,13,4,2.04,16.4,15,16,16.5,22.07,10.12,4.84
"83","2017-04-27 13:24:10",1.131267607,FALSE,6484261,"ACTIVE",17,16.5,16,7.24,43.53,9.67,18,18.5,19,37.88,3.57,59.43
"84","2017-04-27 13:24:10",1.131267607,FALSE,11734192,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2017-04-27 13:24:11",1.131267607,FALSE,10354065,"ACTIVE",2.72,2.7,2.68,15.36,56.98,93.69,2.76,2.78,2.8,47.4,51.18,103.89
"86","2017-04-27 13:24:11",1.131267607,FALSE,12154433,"ACTIVE",2.82,2.8,2.78,5.12,56.34,49.43,2.84,2.86,2.88,15.86,99.74,77.24
"87","2017-04-27 13:24:11",1.131267607,FALSE,11149841,"ACTIVE",6.4,6.2,6,15.48,67.32,32.02,6.6,6.8,7,24.25,18.5,64.54
"88","2017-04-27 13:24:11",1.131267607,FALSE,12327645,"ACTIVE",14,13.5,13,4,2.04,16.4,15,16,16.5,22.07,10.12,4.84
"89","2017-04-27 13:24:11",1.131267607,FALSE,6484261,"ACTIVE",17,16.5,16,7.24,43.53,9.67,18,18.5,19,37.88,3.57,59.43
"90","2017-04-27 13:24:11",1.131267607,FALSE,11734192,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2017-04-27 13:24:11",1.131267607,FALSE,10354065,"ACTIVE",2.72,2.7,2.68,15.36,56.98,93.69,2.76,2.78,2.8,47.4,51.18,103.89
"92","2017-04-27 13:24:11",1.131267607,FALSE,12154433,"ACTIVE",2.82,2.8,2.78,5.12,56.34,49.43,2.84,2.86,2.88,15.86,99.74,77.24
"93","2017-04-27 13:24:11",1.131267607,FALSE,11149841,"ACTIVE",6.4,6.2,6,15.48,67.32,32.02,6.6,6.8,7,24.25,18.5,64.54
"94","2017-04-27 13:24:11",1.131267607,FALSE,12327645,"ACTIVE",14,13.5,13,4,2.04,16.4,15,16,16.5,22.07,10.12,4.84
"95","2017-04-27 13:24:11",1.131267607,FALSE,6484261,"ACTIVE",17,16.5,16,7.24,43.53,9.67,18,18.5,19,37.88,3.57,59.43
"96","2017-04-27 13:24:11",1.131267607,FALSE,11734192,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2017-04-27 13:24:12",1.131267607,FALSE,10354065,"ACTIVE",2.72,2.7,2.68,15.36,56.98,93.69,2.76,2.78,2.8,47.4,51.18,103.89
"98","2017-04-27 13:24:12",1.131267607,FALSE,12154433,"ACTIVE",2.82,2.8,2.78,5.12,56.34,49.43,2.84,2.86,2.88,15.86,99.74,77.24
"99","2017-04-27 13:24:12",1.131267607,FALSE,11149841,"ACTIVE",6.4,6.2,6,15.48,67.32,32.02,6.6,6.8,7,24.25,18.5,64.54
"100","2017-04-27 13:24:12",1.131267607,FALSE,12327645,"ACTIVE",14,13.5,13,4,2.04,16.4,15,16,16.5,22.07,10.12,4.84
"101","2017-04-27 13:24:12",1.131267607,FALSE,6484261,"ACTIVE",17,16.5,16,7.24,43.53,9.67,18,18.5,19,37.88,3.57,59.43
"102","2017-04-27 13:24:12",1.131267607,FALSE,11734192,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2017-04-27 13:24:13",1.131267607,FALSE,10354065,"ACTIVE",2.72,2.7,2.68,14.85,56.98,93.69,2.76,2.78,2.8,47.4,51.18,103.89
"104","2017-04-27 13:24:13",1.131267607,FALSE,12154433,"ACTIVE",2.82,2.8,2.78,5.12,56.34,49.43,2.84,2.86,2.88,18.97,99.74,77.24
"105","2017-04-27 13:24:13",1.131267607,FALSE,11149841,"ACTIVE",6.4,6.2,6,15.48,67.32,32.02,6.6,6.8,7,17.25,18.5,64.54
"106","2017-04-27 13:24:13",1.131267607,FALSE,12327645,"ACTIVE",14.5,14,13.5,21.93,4,3.27,15,16,16.5,20.78,10.12,4.84
"107","2017-04-27 13:24:13",1.131267607,FALSE,6484261,"ACTIVE",17,16.5,16,7.24,43.53,9.67,17.5,18,18.5,7.91,37.88,3.57
"108","2017-04-27 13:24:13",1.131267607,FALSE,11734192,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2017-04-27 13:24:13",1.131267607,FALSE,10354065,"ACTIVE",2.72,2.7,2.68,5.52,123.64,109.69,2.76,2.78,2.8,59.4,51.18,103.89
"110","2017-04-27 13:24:13",1.131267607,FALSE,12154433,"ACTIVE",2.82,2.8,2.78,5.12,56.34,49.43,2.84,2.86,2.88,18.97,99.74,77.24
"111","2017-04-27 13:24:13",1.131267607,FALSE,11149841,"ACTIVE",6.4,6.2,6,15.48,67.32,32.02,6.6,6.8,7,19.38,18.5,64.54
"112","2017-04-27 13:24:13",1.131267607,FALSE,12327645,"ACTIVE",14.5,14,13.5,21.93,8.54,3.27,15,16,16.5,16.52,10.12,4.84
"113","2017-04-27 13:24:13",1.131267607,FALSE,6484261,"ACTIVE",17,16.5,16,7.24,43.53,9.67,17.5,18,18.5,7.91,37.88,3.57
"114","2017-04-27 13:24:13",1.131267607,FALSE,11734192,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2017-04-27 13:24:14",1.131267607,FALSE,10354065,"ACTIVE",2.72,2.7,2.68,14.79,123.64,109.69,2.76,2.78,2.8,47.4,51.18,103.89
"116","2017-04-27 13:24:14",1.131267607,FALSE,12154433,"ACTIVE",2.82,2.8,2.78,5.12,56.34,49.43,2.84,2.86,2.88,18.97,99.74,77.24
"117","2017-04-27 13:24:14",1.131267607,FALSE,11149841,"ACTIVE",6.4,6.2,6,15.48,67.32,32.02,6.6,6.8,7,19.38,18.5,64.54
"118","2017-04-27 13:24:14",1.131267607,FALSE,12327645,"ACTIVE",14.5,14,13.5,21.93,8.54,3.27,15,16,16.5,16.52,10.12,4.84
"119","2017-04-27 13:24:14",1.131267607,FALSE,6484261,"ACTIVE",17,16.5,16,7.24,43.53,9.67,17.5,18,18.5,7.91,37.88,3.57
"120","2017-04-27 13:24:14",1.131267607,FALSE,11734192,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2017-04-27 13:24:15",1.131267607,FALSE,10354065,"ACTIVE",2.72,2.7,2.68,14.79,123.64,107.41,2.76,2.78,2.8,47.4,51.18,103.89
"122","2017-04-27 13:24:15",1.131267607,FALSE,12154433,"ACTIVE",2.82,2.8,2.78,5.12,56.34,49.43,2.84,2.86,2.88,18.97,99.74,77.24
"123","2017-04-27 13:24:15",1.131267607,FALSE,11149841,"ACTIVE",6.4,6.2,6,15.48,67.32,32.02,6.6,6.8,7,19.38,18.5,64.54
"124","2017-04-27 13:24:15",1.131267607,FALSE,12327645,"ACTIVE",14.5,14,13.5,21.93,8.54,3.27,15,16,16.5,16.52,10.12,4.84
"125","2017-04-27 13:24:15",1.131267607,FALSE,6484261,"ACTIVE",17,16.5,16,7.24,43.53,9.67,17.5,18,18.5,7.91,37.88,3.57
"126","2017-04-27 13:24:15",1.131267607,FALSE,11734192,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2017-04-27 13:24:16",1.131267607,FALSE,10354065,"ACTIVE",2.72,2.7,2.68,14.79,123.64,107.41,2.76,2.78,2.8,47.4,51.18,103.89
"128","2017-04-27 13:24:16",1.131267607,FALSE,12154433,"ACTIVE",2.82,2.8,2.78,5.12,56.34,49.43,2.84,2.86,2.88,18.97,99.74,77.24
"129","2017-04-27 13:24:16",1.131267607,FALSE,11149841,"ACTIVE",6.4,6.2,6,15.48,67.32,32.02,6.6,6.8,7,19.38,18.5,64.54
"130","2017-04-27 13:24:16",1.131267607,FALSE,12327645,"ACTIVE",14.5,14,13.5,21.93,8.54,3.27,15,16,16.5,16.52,10.12,4.84
"131","2017-04-27 13:24:16",1.131267607,FALSE,6484261,"ACTIVE",17,16.5,16,7.24,43.53,9.67,17.5,18,18.5,7.91,37.88,3.57
"132","2017-04-27 13:24:16",1.131267607,FALSE,11734192,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2017-04-27 13:24:16",1.131267607,FALSE,10354065,"ACTIVE",2.72,2.7,2.68,14.79,123.64,107.41,2.76,2.78,2.8,47.4,51.18,103.89
"134","2017-04-27 13:24:16",1.131267607,FALSE,12154433,"ACTIVE",2.82,2.8,2.78,5.12,56.34,49.43,2.84,2.86,2.88,18.97,99.74,77.24
"135","2017-04-27 13:24:16",1.131267607,FALSE,11149841,"ACTIVE",6.4,6.2,6,15.48,67.32,32.02,6.6,6.8,7,19.38,18.5,64.54
"136","2017-04-27 13:24:16",1.131267607,FALSE,12327645,"ACTIVE",14.5,14,13.5,21.93,8.54,3.27,15,16,16.5,16.52,10.12,4.84
"137","2017-04-27 13:24:16",1.131267607,FALSE,6484261,"ACTIVE",17,16.5,16,7.24,43.53,9.67,17.5,18,18.5,7.91,37.88,3.57
"138","2017-04-27 13:24:16",1.131267607,FALSE,11734192,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2017-04-27 13:24:17",1.131267607,FALSE,10354065,"ACTIVE",2.72,2.7,2.68,14.79,123.64,109.63,2.76,2.78,2.8,47.4,51.18,103.89
"140","2017-04-27 13:24:17",1.131267607,FALSE,12154433,"ACTIVE",2.82,2.8,2.78,5.12,56.34,49.43,2.84,2.86,2.88,18.97,99.74,77.24
"141","2017-04-27 13:24:17",1.131267607,FALSE,11149841,"ACTIVE",6.4,6.2,6,15.48,67.32,32.02,6.6,6.8,7,19.38,18.5,64.54
"142","2017-04-27 13:24:17",1.131267607,FALSE,12327645,"ACTIVE",14.5,14,13.5,21.93,8.54,3.27,15,16,16.5,16.52,10.12,4.84
"143","2017-04-27 13:24:17",1.131267607,FALSE,6484261,"ACTIVE",17,16.5,16,7.24,43.53,9.67,17.5,18,18.5,7.91,37.88,3.57
"144","2017-04-27 13:24:17",1.131267607,FALSE,11734192,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2017-04-27 13:24:18",1.131267607,FALSE,10354065,"ACTIVE",2.72,2.7,2.68,14.79,123.64,109.63,2.76,2.78,2.8,47.4,51.18,103.89
"146","2017-04-27 13:24:18",1.131267607,FALSE,12154433,"ACTIVE",2.82,2.8,2.78,5.12,56.34,49.43,2.84,2.86,2.88,18.97,99.74,77.24
"147","2017-04-27 13:24:18",1.131267607,FALSE,11149841,"ACTIVE",6.4,6.2,6,15.48,67.32,32.02,6.6,6.8,7,19.38,18.5,64.54
"148","2017-04-27 13:24:18",1.131267607,FALSE,12327645,"ACTIVE",14.5,14,13.5,21.93,8.54,3.27,15,16,16.5,16.52,10.12,4.84
"149","2017-04-27 13:24:18",1.131267607,FALSE,6484261,"ACTIVE",17,16.5,16,7.24,43.53,9.67,17.5,18,18.5,7.91,37.88,3.57
"150","2017-04-27 13:24:18",1.131267607,FALSE,11734192,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2017-04-27 13:24:19",1.131267607,FALSE,10354065,"ACTIVE",2.72,2.7,2.68,14.79,123.64,109.63,2.74,2.76,2.78,10.22,47.4,51.18
"152","2017-04-27 13:24:19",1.131267607,FALSE,12154433,"ACTIVE",2.82,2.8,2.78,5.12,56.34,49.43,2.84,2.86,2.88,18.97,99.74,77.24
"153","2017-04-27 13:24:19",1.131267607,FALSE,11149841,"ACTIVE",6.4,6.2,6,15.48,67.32,32.02,6.6,6.8,7,19.38,18.5,64.54
"154","2017-04-27 13:24:19",1.131267607,FALSE,12327645,"ACTIVE",14.5,14,13.5,21.93,8.54,3.27,15,16,16.5,16.52,10.12,4.84
"155","2017-04-27 13:24:19",1.131267607,FALSE,6484261,"ACTIVE",17,16.5,16,7.24,43.53,9.67,17.5,18,18.5,7.91,37.88,3.57
"156","2017-04-27 13:24:19",1.131267607,FALSE,11734192,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2017-04-27 13:24:19",1.131267607,FALSE,10354065,"ACTIVE",2.72,2.7,2.68,14.79,123.64,109.63,2.74,2.76,2.78,10.87,47.4,51.18
"158","2017-04-27 13:24:19",1.131267607,FALSE,12154433,"ACTIVE",2.82,2.8,2.78,5.12,56.34,49.43,2.84,2.86,2.88,18.03,99.74,80.92
"159","2017-04-27 13:24:19",1.131267607,FALSE,11149841,"ACTIVE",6.4,6.2,6,15.48,67.32,32.02,6.6,6.8,7,19.38,18.5,64.54
"160","2017-04-27 13:24:19",1.131267607,FALSE,12327645,"ACTIVE",14.5,14,13,20.5,8.54,17.67,15,16,16.5,16.52,10.12,4.84
"161","2017-04-27 13:24:19",1.131267607,FALSE,6484261,"ACTIVE",17,16.5,16,7.24,43.53,9.67,17.5,18,18.5,7.54,37.88,3.57
"162","2017-04-27 13:24:19",1.131267607,FALSE,11734192,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2017-04-27 13:24:20",1.131267607,FALSE,10354065,"ACTIVE",2.72,2.7,2.68,14.79,123.64,109.63,2.74,2.76,2.78,10.13,47.4,51.18
"164","2017-04-27 13:24:20",1.131267607,FALSE,12154433,"ACTIVE",2.82,2.8,2.78,5.12,56.34,49.43,2.84,2.86,2.88,18.03,99.74,80.92
"165","2017-04-27 13:24:20",1.131267607,FALSE,11149841,"ACTIVE",6.4,6.2,6,15.48,67.32,32.02,6.6,6.8,7,19.38,18.5,64.54
"166","2017-04-27 13:24:20",1.131267607,FALSE,12327645,"ACTIVE",14.5,14,13,20.5,8.54,17.67,15,16,16.5,16.52,10.12,4.84
"167","2017-04-27 13:24:20",1.131267607,FALSE,6484261,"ACTIVE",17,16.5,16,7.24,43.53,9.67,17.5,18,18.5,7.54,37.88,3.57
"168","2017-04-27 13:24:20",1.131267607,FALSE,11734192,"REMOVED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2017-04-27 13:24:21",1.131267607,FALSE,10354065,"ACTIVE",2.72,2.7,2.68,14.79,123.64,109.63,2.74,2.76,2.78,10.13,47.4,51.18
